MEDICAL LOOKUP REPORT

Found Searches:
| Name                              | Speciality                                                                                    | State   | Status                   | Link                                                                                                         | Source                                                                                                |
| Daniel Leroy Smith                | N/A                                                                                           | CO      | Expired                  | N/A                                                                                                          | https://apps.colorado.gov/dora/licensing/Lookup/LicenseLookup.aspx                                    |
| Daniel Ray Smith                  | N/A                                                                                           | CO      | Expired                  | N/A                                                                                                          | https://apps.colorado.gov/dora/licensing/Lookup/LicenseLookup.aspx                                    |
| Mary Iles                         | Pediatrics                                                                                    |         | Lapsed                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/277026                                                  | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Katelyn Kopcsay                   | Female Pelvic Medicine and Reconstructive Surgery, Obstetrics and Gynecology                  | MA      | Active                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/270413                                                  | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Kristie Pepper                    | Internal Medicine, Rheumatology                                                               | MA      | Active                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/262127                                                  | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Abby Smith                        | Obstetrics and Gynecology                                                                     | MA      | Active                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/273735                                                  | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Adam Smith                        | Critical Care Medicine, Internal Medicine, Pulmonary Critical Care Medicine                   | MA      | Active                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/243091                                                  | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Alexander Smith                   | Internal Medicine                                                                             | MA      | Lapsed                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/223415                                                  | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Alexandra Smith                   | Neonatal-Perinatal Medicine, Pediatrics                                                       | MA      | Active                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/260673                                                  | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Alla Smith                        | Hospitalist, Pediatrics                                                                       | MA      | Active                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/262465                                                  | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Allen Smith                       | Internal Medicine                                                                             | MA      | Inactive                 | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/59397                                                   | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Allison Smith                     | Anesthesiology                                                                                | MA      | Lapsed                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/78847                                                   | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Almena Palombo Smith              | Obstetrics and Gynecology                                                                     | MA      | Lapsed                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/48159                                                   | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Amy Smith                         | Family Medicine                                                                               | MA      | Active                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/251613                                                  | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Andrew Smith                      | Abdominal Radiology, Radiology                                                                | MA      | Lapsed                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/246735                                                  | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Andrew Smith                      | Family Medicine                                                                               | MA      | Active                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/231457                                                  | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Andrew Smith                      | Orthopedic Surgery, Sports Medicine                                                           | MA      | Active                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/221560                                                  | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Andrew Smith                      | Pediatric Cardiology, Pediatric Critical Care Medicine                                        | TN      | Lapsed                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/237775                                                  | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Ann Smith                         | General Surgery                                                                               | MA      | Active                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/257285                                                  | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Ann Charisse Smith                | Internal Medicine                                                                             | TX      | Lapsed                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/156861                                                  | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Arthur Smith                      | Anesthesiology                                                                                | FL      | Inactive                 | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/234881                                                  | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Barbara Lynn Smith                | General Surgery, Surgical Oncology                                                            | MA      | Active                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/60025                                                   | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Barry Smith                       | Internal Medicine                                                                             | MA      | Active                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/54469                                                   | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Barry Smith                       | Nephrology, Oncology, Public Health & General Preventive Medicine                             | NY      | Active                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/38824                                                   | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Benjamin Smith                    | Cardiovascular Diseases, Electrophysiology/Pacing                                             | MA      | Active                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/213442                                                  | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Benjamin Smith                    | Gastroenterology, Internal Medicine                                                           | MA      | Active                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/76962                                                   | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Bernard Smith                     | Gastroenterology, Internal Medicine                                                           | MA      | Retired                  | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/45942                                                   | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Blake Smith                       | Psychiatry                                                                                    | MA      | Active                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/75302                                                   | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Brian Smith                       | Neurology, Sleep Medicine (Psychiatry & Neurology), Vascular Neurology                        | MA      | Active                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/80036                                                   | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Brian Smith                       | Hematology (Internal Medicine), Oncology                                                      | CT      | Lapsed                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/42028                                                   | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Bruce Smith                       | Family Medicine                                                                               | MA      | Active                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/70411                                                   | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Byron Smith                       | Physiatry                                                                                     | MA      | Active                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/277184                                                  | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Caldwell Smith                    | Ophthalmology                                                                                 | RI      | Lapsed                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/38194                                                   | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Carlos Smith                      | Emergency Medicine                                                                            | FL      | Active                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/289118                                                  | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Carole Smith                      | Family Medicine                                                                               | MA      | Active                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/220572                                                  | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Catherine Smith                   |                                                                                               | MA      | Lapsed                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/223481                                                  | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Charles Smith                     | Internal Medicine                                                                             |         | Lapsed                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/219698                                                  | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Charles Smith                     | Internal Medicine                                                                             | MA      | Active                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/157097                                                  | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Charles Smith                     | Internal Medicine                                                                             | CA      | Active                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/277646                                                  | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Christina Smith                   | Anesthesiology                                                                                | MA      | Active                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/281645                                                  | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Christina Smith                   | Psychiatry                                                                                    | FL      | Lapsed                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/72948                                                   | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Christopher Smith                 | General Surgery, Vascular Surgery                                                             | MA      | Lapsed                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/216018                                                  | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Christopher Smith                 | Internal Medicine                                                                             | MA      | Active                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/157378                                                  | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Claire Smith                      | Hematology/Oncology                                                                           | MA      | Active                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/283704                                                  | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Clyde Smith                       | Emergency Medicine, Hospitalist, Internal Medicine                                            | VT      | Lapsed                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/54484                                                   | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Clyde Lanford Smith               | Internal Medicine, Preventive Medicine                                                        | MA      | Active                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/76052                                                   | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Craig Smith                       | Cardiovascular Diseases, Critical Care Medicine, Internal Medicine, Interventional Cardiology | MA      | Active                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/226437                                                  | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Cynthia Smith                     | Internal Medicine                                                                             | MA      | Lapsed                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/82085                                                   | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Daniel Smith                      | Head and Neck Surgery, Otolaryngology                                                         | MA      | Lapsed                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/203572                                                  | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Daniel Smith                      | Radiology                                                                                     | OH      | Active                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/291337                                                  | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Daniel Smith                      | Emergency Medicine, Internal Medicine                                                         | HI      | Lapsed                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/42941                                                   | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| Darrell Nolan Smith               | Diagnostic Radiology                                                                          | MA      | Lapsed                   | http://profiles.ehs.state.ma.us/ProfilesV3/Physician/81430                                                   | http://profiles.ehs.state.ma.us/ProfilesV3                                                            |
| SMITH, JAMES M                    | General Practice                                                                              |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| SMITH, GARY L                     | Internal Medicine                                                                             |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| SMITH, ROBERT L                   | Orthopedic Surgery                                                                            |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| SMITH, EDWARD J                   | General Surgery                                                                               |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| SMITH, RICHARD N, DO              | Orthopedic Surgery                                                                            |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| SMITH, STEPHEN                    |                                                                                               |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| SMITH, CARL D                     | General Surgery                                                                               |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Smith, Marion N                   | Family Medicine                                                                               |         | Active                   | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| SMITH, JOHN J                     | General Surgery                                                                               |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| SMITH, ROBERT L                   | Gynecology                                                                                    |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| SMITH, WILLIAM F                  |                                                                                               |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Smith, Morris H                   | Emergency Medicine                                                                            | OR      | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Smith, Joseph M                   | General Surgery                                                                               |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Smith, Donald D                   |                                                                                               |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| SMITH, MAURICE C                  | Neurological Surgery                                                                          |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| SMITH, RONALD A                   | Family Medicine                                                                               |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Smith, Robert K                   | Radiology                                                                                     |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| SMITH, JOSEPH T                   | Psychiatry                                                                                    |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| SMITH, M J                        | Radiology                                                                                     |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Smith, Gerald L                   |                                                                                               |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Smith, Kayo                       | General Practice                                                                              |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| SMITH, MAX                        | Ophthalmology                                                                                 |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| SMITH, CHRISTOPHER L, DO          | Emergency Medicine                                                                            | CO      | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Smith, Walter E                   | Family Medicine                                                                               |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Smith, Stacey A                   | Anesthesiology                                                                                |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Smith, William J                  | Obstetrics and Gynecology                                                                     |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Smith, John L                     | General Surgery                                                                               |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Smith, Michael R                  | Psychiatry                                                                                    | CA      | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Smith, H. Thomas                  | Gynecology                                                                                    |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| SMITH, ROBIN S                    | Pediatrics                                                                                    |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| SMITH, CHRISTOPHER M              | Dermatology                                                                                   |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| SMITH, LAURENCE H                 | Cardiac Surgery                                                                               |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| SMITH, RUTH A                     | Cardiology                                                                                    |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Smith II, Laurin G                | Family Medicine                                                                               |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Smith, Jerry N                    | Physical Medicine                                                                             |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Smith, Dean A                     | Pediatrics                                                                                    |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Smith, Kurt S                     | Anesthesiology                                                                                | CO      | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Smith Jr, Dallas A                | Diagnostic Radiology                                                                          | NC      | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Smith, Marjorie J                 | Psychiatry                                                                                    | AK      | Active                   | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Smith, Michael D                  | Diagnostic Radiology                                                                          | IL      | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Smith, Mitchell T                 | Radiology                                                                                     |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Smith, Larry O                    | Emergency Medicine                                                                            | WA      | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Smith, Christopher T              | Orthopedic Surgery                                                                            |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Smith, Kenneth G                  | Ophthalmology                                                                                 |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| SMITH, ROBERT C                   | Psychiatry                                                                                    |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| SMITH, JAMES M, DO                | Internal Medicine                                                                             |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Smith, Otto F                     | General Surgery                                                                               |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Smith, Geoffrey G                 | Radiology                                                                                     |         | Active                   | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Smith, Craig P                    | Orthopedic Surgery                                                                            |         | Active                   | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Smith, James R                    | Anesthesiology                                                                                |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Smith, Jeffrey K                  | Pathology                                                                                     | MT      | Active                   | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Smith, Bruce D                    | Orthopedic Surgery                                                                            |         | Active                   | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Smith, William R                  | Emergency Medicine                                                                            |         | Active                   | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Smith Jr, Alan E                  | Anesthesiology                                                                                |         | Active                   | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Smith, Paul E                     | General Surgery                                                                               |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Smith III, Cecil B                | Ophthalmology                                                                                 |         | N/A                      | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Smith, Carolina K                 | Anesthesiology                                                                                | WA      | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Smith, Steven D                   | Radiology                                                                                     | ID      | Active                   | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Smith, Robert S                   | Pathology-Anatomic/Pathology-clinical                                                         | GA      | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Smith, Thomas James               | Pediatrics                                                                                    | CO      | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Smith III, Charlie Dorn           | Thoracic and Cardiac Surgery, Vascular Surgery                                                | SC      | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Smith, Caitlin Annette            |                                                                                               | CA      | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| SMITH, JAMES BRADBURY             | Surgery                                                                                       | CO      | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Smith, Jason David                | Emergency Medicine                                                                            | NE      | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Smith, Stacy R                    | Ophthalmology                                                                                 |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
